cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward,done
-0.60220742953266,-0.252718363066603,0.0963692923047976,0.4144337051165219,1,0.9036307076952024,0
2.163428670767597,-0.33417580753719345,-0.13218947384413984,-0.12212263939742063,0,0.8678105261558602,0
1.1135709206947446,-0.6476921749942799,-0.06425796805901768,1.3934955745918227,0,0.9357420319409824,0
0.47356072414577577,0.21453334020297588,0.06841458684342586,-0.8430646470472855,1,0.9315854131565742,0
-1.6511105258763048,-0.04675167898274224,-0.0075045646442429,0.26356924799682213,0,0.9924954353557571,0
-1.6512263023862273,0.7314019846480073,0.09996126518802048,0.6006300449706679,0,0.9000387348119795,0
-2.1211986615926426,-0.9357808390358835,0.1932461106123782,0.976693468036145,0,0.8067538893876218,0
1.7576454997196884,0.2877358551102527,-0.16066693784733224,-0.27908690871597885,1,0.8393330621526678,0
0.4853520563674021,0.5258977570231222,0.08780887317078753,0.5607657229724445,0,0.9121911268292124,0
0.9987483734210185,0.5189731383766141,-0.112985798790144,-0.5903955858471517,1,0.887014201209856,0
-2.3011944273801483,0.7721479341910502,-0.03583425121622849,-0.19357172291453928,1,0.9641657487837715,0
2.2555672903775723,0.45806748565898814,-0.1957305178918364,1.1868813936101974,1,0.8042694821081636,0
1.5957246758420243,0.8556201232953926,-0.15255480681935912,1.349722827992863,1,0.8474451931806408,0
-1.3807722687442745,-0.3346868003582171,-0.07551331588851104,0.6564520407817942,1,0.9244866841114889,0
-1.5272401574059171,0.006418833503086141,-0.06620794758433429,-0.37694432767144503,1,0.9337920524156658,0
-1.5196583527035177,-0.9718406734342186,0.1674262056976181,0.960173369923992,0,0.8325737943023819,0
-0.9396372337942189,-0.9860848253934176,0.10131960898266981,-1.4223987548237393,0,0.8986803910173302,0
0.11883087183474172,-0.5197467590969602,0.1978446636703702,-1.1917622683817368,0,0.8021553363296298,0
-0.32666391051784416,-0.7983856057218295,0.041510962830465764,0.48412120912608336,1,0.9584890371695343,0
-1.0021001270493988,-0.4795772641284928,-0.10822194625373777,-0.6262542741898277,0,0.8917780537462623,0
0.5368938946674215,-0.6459134109432052,-0.07221254246283165,1.3541586552014335,1,0.9277874575371683,0
-1.730429468870199,-0.9429599503227035,-0.07548874814066578,-0.1918181637230858,1,0.9245112518593342,0
-0.9977056870309529,0.8186082928120988,-0.07269887670909758,-0.2119055388324691,0,0.9273011232909024,0
-0.6414631521902798,-0.983553737222217,0.07247198853385076,0.5342385305727939,0,0.9275280114661493,0
-0.21086407575822763,0.4721642886741708,0.012908521869884393,0.8027056869185687,0,0.9870914781301157,0
1.368844614686465,-0.6957042261609669,-0.04800726938169603,-0.07332378562459052,0,0.951992730618304,0
-1.4415658456398732,0.8244592439992,-0.14703138690266773,-0.8579972948648276,0,0.8529686130973323,0
0.0683253043853358,0.7855918791797716,-0.20022369072724086,0.8199259281768647,1,0.7997763092727591,0
0.44358993053780393,0.30780229273851467,-0.1178082700907568,-0.5389461753791173,1,0.8821917299092432,0
-2.177038018944011,0.3444682996012103,-0.16446948173712256,-0.9746676921184272,1,0.8355305182628774,0
0.5162152891269041,-0.9893217160606229,0.11960146792708828,0.39492056977503975,0,0.8803985320729117,0
-1.5814842063010006,0.9697431322272041,-0.162363355675982,-1.2286389990289488,1,0.837636644324018,0
-2.087752353670658,0.7556652071516288,0.09395163143156435,1.4140580252581647,0,0.9060483685684356,0
2.1546505788159993,0.790212451460184,-0.04790900898382136,0.39719179323641085,1,0.9520909910161787,0
2.235033758757885,0.3184890741017439,-0.17875445469735785,1.4576865627652675,0,0.8212455453026422,0
1.4803072709590133,-0.31042614269092694,0.13103389071183444,-0.48331972956409186,1,0.8689661092881655,0
-0.9378539079678208,0.7872972981809616,0.033365208929140994,1.4136154835711938,1,0.966634791070859,0
-1.9311738527693574,-0.4169661436976153,-0.11071592611016288,-1.0633132568141292,1,0.8892840738898371,0
0.8843185272583529,0.12542308668440572,0.16537141204538783,-1.3779156829589145,1,0.8346285879546121,0
-0.28726803004991375,-0.8005380553122352,-0.19053676648823892,-1.4010478186361923,0,0.8094632335117611,0
-1.8142164727450616,0.8439112602655003,-0.12493758416513734,-0.10538888820231884,1,0.8750624158348627,0
-0.02315083146590302,-0.7184590844575733,0.10560766275065578,-1.2509874075642156,1,0.8943923372493442,0
-2.2349350986469516,-0.5502063885391855,0.08772935279984354,0.036503652502805295,1,0.9122706472001565,0
1.964737929978154,0.11626831625642997,-0.0882951603294437,-0.5174984894732986,1,0.9117048396705563,0
-1.1578560883199187,0.5281860004259631,-0.18351157722718386,-0.4931130225776532,1,0.8164884227728162,0
0.7801069648991135,0.2387026118725979,0.15003471226225143,0.40682698963550923,0,0.8499652877377486,0
-0.9037868347708273,-0.5357321743996877,-0.07806068964871082,-1.0107059815451396,1,0.9219393103512892,0
0.09632650165349199,-0.9981139149450193,-0.12749607914505687,0.7996601110191932,1,0.8725039208549431,0
0.22420934084774213,0.5143011606148784,0.006729903569249407,0.24609275933590435,1,0.9932700964307506,0
-1.51269861347747,0.9704146518221874,0.17188519649934544,1.2448338865425326,0,0.8281148035006546,0
2.254006213269881,0.6198262406121808,-0.19125398388362572,-0.4054780386974297,1,0.8087460161163743,0
1.3206375521333498,-0.07958676368676931,0.11137191288494194,1.4481449762013767,0,0.888628087115058,0
2.109594919508108,0.8075345227982131,0.030366282506319037,0.2274829401420697,1,0.969633717493681,0
1.8951712820527145,-0.18030465376329996,-0.03123682016478871,1.4202058685626016,0,0.9687631798352113,0
0.4699198982932087,0.049868168486935094,0.10226970608002015,-1.418818037858654,0,0.8977302939199798,0
2.024996328110961,-0.04574046520863351,0.19518043384104392,0.683928967237164,0,0.8048195661589561,0
